teilnehmer,szenario,zeitpunkt,modalitaet,text
04,szenario_2,00:00:00,Beides,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung und dem Puls, da diese deutlich die Aufmerksamkeit und den physiologischen Zustand der Person reflektieren."
04,szenario_2,00:00:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung und Handposition eine entscheidende Rolle spielen."
04,szenario_2,00:00:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, der auf eine moderate Aktivierung hindeutet."
04,szenario_2,00:00:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung deutlich die Aufmerksamkeit auf den Bildschirm lenkt."
04,szenario_2,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Position der Person auf klare Ablenkung hinweist."
04,szenario_2,00:00:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körper- und Blickhaltung der Person, da diese deutlich auf Ablenkung hinweist."
04,szenario_2,00:01:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem physiologischen Pulswert, da dieser deutlich erhöht ist."
04,szenario_2,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Interaktion mit dem Infotainmentsystem auf eine hohe Ablenkung hindeutet."
04,szenario_2,00:01:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung des Bildes, da die Person das Display fixiert."
04,szenario_2,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Ablenkung durch die Interaktion mit dem Bildschirm, die eindeutig erkennbar ist."
04,szenario_2,00:01:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Haltung auf eine starke Ablenkung hinweist."
04,szenario_2,00:01:50,Beides,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls und der Blickrichtung, da beide entscheidende Indikatoren für Stress und Ablenkung darstellen."
04,szenario_2,00:02:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und EDA, da diese Hinweise auf den aktuellen Zustand der Person geben."
04,szenario_2,00:02:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die aktive Interaktion mit dem Bildschirm deutlich erkennbar ist."
04,szenario_2,00:02:20,Bild,"Dominierende Datenquelle: Die visuelle Beobachtung hat die Einschätzung der Ablenkung besonders beeinflusst, da der Blick eindeutig auf den Bildschirm gerichtet ist."
04,szenario_2,00:02:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Blickverhalten der Person, da die visuelle Fixierung auf den Bildschirm eine deutliche Ablenkung zeigt."
04,szenario_3,00:00:00,Physiologie,Dominierende Datenquelle: Die Einschätzung wird hauptsächlich durch die physiologischen Werte und die Körperhaltung beeinflusst.
04,szenario_3,00:00:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Pulsrate, da dieser Aspekt klar eine moderate Stressreaktion zeigt."
04,szenario_3,00:00:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und EDA, die ein moderates Stressniveau anzeigen."
04,szenario_3,00:00:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser im Vergleich zu einem Ruhepuls leicht erhöht ist."
04,szenario_3,00:00:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser ein zentraler Indikator für Stresslevel ist."
04,szenario_3,00:00:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Puls, der leicht erhöht ist."
04,szenario_3,00:01:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung und Blickrichtung entscheidend sind."
04,szenario_3,00:01:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, der Stress reflektiert."
04,szenario_3,00:01:20,Physiologie,"Dominierende Datenquelle: Die physiologischen Werte beeinflussen die Einschätzung besonders, insbesondere der leicht erhöhte Puls und EDA-Wert."
04,szenario_3,00:01:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da er im höheren Bereich liegt."
04,szenario_3,00:01:40,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Blickverhalten.
04,szenario_3,00:01:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und der Körperhaltung."
04,szenario_3,00:02:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, speziell dem Puls, der einen moderaten Stresspegel anzeigt."
04,szenario_3,00:02:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Pulsrate, die einen moderaten Stresszustand andeutet."
04,szenario_3,00:02:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, da der Puls und der EDA-Wert im mittleren Bereich liegen und eine moderate Stressreaktion sowie geringe Entspannung anzeigen."
04,szenario_3,00:02:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser die leicht erhöhten Stresswerte widerspiegelt."
04,szenario_3,00:02:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Daten, insbesondere dem Puls, der auf ein mittleres Stresslevel hindeutet."
05,szenario_1,00:00:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, die auf einen niedrigen Stresslevel hinweisen."
05,szenario_1,00:00:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, welche das niedrige Stressniveau und die hohe Entspannung anzeigen."
05,szenario_1,00:00:20,Physiologie,"Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls, haben die Einschätzung maßgeblich beeinflusst, da sie auf einen niedrigen Stresslevel hinweisen."
05,szenario_1,00:00:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, welches klar zeigt, dass die Person ihren Blick auf den Bildschirm richtet."
05,szenario_1,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Haltung der Person und ihre Blickrichtung klar sichtbar sind."
05,szenario_1,00:00:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Puls, da diese keine Anzeichen von Stress oder erhöhter Entspannung zeigen."
05,szenario_1,00:01:00,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung, die auf Entspannung hinweist."
05,szenario_1,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Position des Körpers und der Blickrichtung, die stark auf Ablenkung hinweisen."
05,szenario_1,00:01:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Blickverhalten, das auf den Bildschirm gerichtet ist, was die Ablenkung hervorhebt."
05,szenario_1,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung, da diese deutlich auf den Bildschirm konzentriert ist."
05,szenario_1,00:01:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die visuelle Aufmerksamkeit der Person deutlich beobachtbar ist."
05,szenario_1,00:01:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Beobachtung der Körperhaltung und Blickrichtung im Bild, die auf Ablenkung schließen lässt."
05,szenario_1,00:02:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den EDA- und Pulswerten, da beide Werte leicht auf Stress hindeuten."
05,szenario_1,00:02:10,Beides,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Analyse des Bildes und des Pulses, die beide im Einklang mit einem relativ ruhigen physiologischen Zustand stehen."
05,szenario_1,00:02:20,Bild,"Dominierende Datenquelle: Die Bewertung des Ablenkungsgrades basiert hauptsächlich auf der Beobachtung der Blickrichtung, da diese deutlich auf den Bildschirm gerichtet ist."
05,szenario_1,00:02:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Sitzhaltung und der Blick auf den Bildschirm das Maß der Ablenkung stark beeinflussen."
05,szenario_1,00:02:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse, da der Fokus der Person eindeutig auf den Bildschirm gerichtet ist."
05,szenario_1,00:02:50,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Körperhaltung und Blickrichtung.
05,Musikintervention,00:00:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Blickverhalten, das deutlich auf Ablenkung hinweist."
05,Musikintervention,00:00:10,Beides,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Kombination von physiologischen Werten und der Blickrichtung, da diese entscheidende Hinweise liefern."
05,Musikintervention,00:00:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Werte, insbesondere dem Puls, da dieser im normalen Bereich ist."
05,Musikintervention,00:00:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere der Pulsrate, da diese im normalen Bereich liegt."
05,Musikintervention,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung, die eine starke Ablenkung vom Fahrszenario zeigt."
05,Musikintervention,00:00:50,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bewegungsrate, die sehr gering ist und auf Entspannung hindeutet."
05,Musikintervention,00:01:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Blick, die auf Ablenkung hinweisen."
05,Musikintervention,00:01:10,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körpersprache, die eine entspannte Haltung zeigt."
05,Musikintervention,00:01:20,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung, da sie entspannt wirkt."
05,Musikintervention,00:01:30,Unklar,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Körperhaltung.
05,Musikintervention,00:01:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung entspannt und fokussiert wirkt."
05,Musikintervention,00:01:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung, da die Körperhaltung und Blickrichtung klar erkennbar sind."
05,szenario_2,00:00:00,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Aufmerksamkeit der Person auf den Bildschirm.
05,szenario_2,00:00:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung die Ablenkung deutlich widerspiegelt."
05,szenario_2,00:00:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Person, da der Fokus auf den Bildschirm deutlich erkennbar ist."
05,szenario_2,00:00:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung und der Fokus auf das Bildschirm besonders auffällig sind."
05,szenario_2,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Blickrichtung, da dies eine klare Ablenkung zeigt."
05,szenario_2,00:00:50,Bild,Dominierende Datenquelle: Die Einschätzung der Ablenkung basiert hauptsächlich auf dem Bild.
05,szenario_2,00:01:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung des Bildschirmfokus, da dies die Aufmerksamkeit stark beeinflusst."
05,szenario_2,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Ausrichtung auf das Infotainmentsystem die größte Ablenkung zeigt."
05,szenario_2,00:01:20,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Beobachtung der Sitzhaltung und Blickrichtung.
05,szenario_2,00:01:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, da dieser im normalen Bereich liegt und die Bewegung gering ist."
05,szenario_2,00:01:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Interaktion mit dem Infotainmentsystem eine klare Ablenkung zeigt."
05,szenario_2,00:01:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Werte, die eine normale Pulsrate und Aktivität zeigen."
05,szenario_2,00:02:00,Unklar,Dominierende Datenquelle: Die Einschätzung zur Ablenkung basiert hauptsächlich auf der visuellen Ausrichtung der Person auf das Tablet.
05,szenario_2,00:02:10,Physiologie,"Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls und die EDA, haben die Einschätzung stark beeinflusst, da sie unauffällig sind."
05,szenario_3,00:00:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die visuelle Konzentration auf den Monitor deutlich zu erkennen ist."
05,szenario_3,00:00:10,Physiologie,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der erhöhten Pulsrate.
05,szenario_3,00:00:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Erhöhung des Pulses, da dies ein üblicher Indikator für leichten Stress ist."
05,szenario_3,00:00:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese den physiologischen Stress- und Entspannungszustand maßgeblich beeinflusst."
05,szenario_3,00:00:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Daten, insbesondere dem Puls, der ruhig und im normalen Bereich zu sein scheint."
05,szenario_3,00:00:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Daten wie Puls und EDA, da der Puls leicht erhöht ist und der EDA-Wert minimalen Stress anzeigt."
05,szenario_3,00:01:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und der EDA, die auf eine moderate Stressreaktion hindeuten."
05,szenario_3,00:01:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser erhöht ist."
05,szenario_3,00:01:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese einen entscheidenden Hinweis auf den Stresslevel gibt."
05,szenario_3,00:01:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese deutlich erhöht ist."
05,szenario_3,00:01:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese deutlich erhöht ist."
05,szenario_3,00:01:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem physiologischen Wert des Pulses, da dieser für einen moderaten Stresslevel spricht."
05,szenario_3,00:02:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, die keine ungewöhnlichen Stress- oder Ablenkungsreaktionen zeigen."
05,szenario_3,00:02:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Werte wie der Pulsrate und Körperbewegung, da sie im normalen Bereich für Entspannung und Fokus sind."
05,szenario_3,00:02:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, die einen ruhigen Zustand widerspiegeln."
06,szenario_1,00:00:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, besonders in Bezug auf Ablenkung durch den Blick auf den Bildschirm."
06,szenario_1,00:00:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildquelle, da der Fokus klar auf dem Bildschirm liegt und deutlich auf Ablenkung hinweist."
06,szenario_1,00:00:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse des Bildes, da der Blickkontakt klar ist."
06,szenario_1,00:00:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, der oberhalb des Ruhebereichs liegt."
06,szenario_1,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse der Körperhaltung und Blickrichtung, da diese deutlich auf Ablenkung hinweisen."
06,szenario_1,00:00:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung eine starke Ablenkung suggeriert."
06,szenario_1,00:01:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese leicht erhöht ist."
06,szenario_1,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Position der Arme und die Nutzung des Bildschirms, da diese Faktoren klar sichtbar sind."
06,szenario_1,00:01:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Blickrichtung, die deutlich auf das Infotainmentsystem gerichtet ist."
06,szenario_1,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die visuelle Aufmerksamkeit auf das Tablet deutlich ist."
06,szenario_1,00:01:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser über dem Ruhebereich liegt und keine vollständige Entspannung suggeriert."
06,szenario_1,00:01:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung auf das Infotainmentsystem deutlich erkennbar ist."
06,szenario_1,00:02:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse des Blickverhaltens, das eine deutliche Ablenkung zeigt."
06,szenario_1,00:02:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildquelle, da die Blickrichtung eindeutig auf das Display gerichtet ist."
06,szenario_1,00:02:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Beobachtung der Blickrichtung zur Ablenkungsbewertung, da sie als Hauptindikator für die Ablenkung dient."
06,szenario_1,00:02:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Daten, insbesondere dem Puls."
06,szenario_1,00:02:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung, da diese eine deutliche Ablenkung anzeigt."
06,szenario_1,00:02:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Blickverhalten, da diese auf eine Konzentration auf das Infotainmentsystem hinweisen."
06,Musikintervention,00:00:00,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser leicht erhöht ist und auf das Stresslevel hinweist."
06,Musikintervention,00:00:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, der leicht erhöht ist."
06,Musikintervention,00:00:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Pulsrate, da sie leicht erhöht ist."
06,Musikintervention,00:00:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, der leicht erhöht ist."
06,Musikintervention,00:00:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Datenkombination, insbesondere der Pulsrate und EDA-Wert, die auf ein mittelmäßiges Stresslevel hinweisen."
06,Musikintervention,00:00:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, da dieser leicht erhöht ist."
06,Musikintervention,00:01:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da der Blickkontakt zum Infotainmentsystem deutlich erkennbar ist."
06,Musikintervention,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung der Ablenkung basiert hauptsächlich auf der Bildanalyse, da der Blick des Probanden deutlich aufs Display gerichtet ist."
06,Musikintervention,00:01:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere der Pulsrate, da diese leicht erhöht ist."
06,Musikintervention,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung stark auf den Bildschirm fokussiert ist."
06,Musikintervention,00:01:40,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Beobachtung des Blickverhaltens und der Körperhaltung.
06,Musikintervention,00:01:50,Physiologie,"Dominierende Datenquelle: Physiologische Daten haben die Einschätzung stark beeinflusst, da der Puls und EDA niedrig sind und auf geringfügigen Stress hinweisen."
06,szenario_2,00:00:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung, da das Bild eine klare Ablenkung zeigt."
06,szenario_2,00:00:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, da diese die Stress- und Entspannungszustände direkt widerspiegeln."
06,szenario_2,00:00:20,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da die Körperhaltung Hinweise auf Entspannung und mögliche Ablenkung gibt."
06,szenario_2,00:00:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung einen ausgeglichenen Zustand suggeriert."
06,szenario_2,00:00:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da sie über dem Ruhebereich liegt."
06,szenario_2,00:00:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da der Blick stark auf das Infotainmentsystem fokussiert ist."
06,szenario_2,00:01:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da die Körperhaltung und Blickrichtung ausschlaggebend für die Ablenkung sind."
06,szenario_2,00:01:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung eindeutig auf Ablenkung hinweist."
06,szenario_2,00:01:20,Bild,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse der Blickrichtung auf das Infotainmentsystem.
06,szenario_2,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, das die starke Ablenkung durch den Bildschirm zeigt."
06,szenario_2,00:01:40,Bild,Dominierende Datenquelle: Die Einschätzung für Ablenkung basiert hauptsächlich auf der Blickrichtung und Körperhaltung.
06,szenario_2,00:01:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Aufmerksamkeit der Person offensichtlich dem Tablet statt dem Fahrsimulator gilt."
06,szenario_2,00:02:00,Unklar,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Interaktion mit dem Infotainmentsystem.
06,szenario_2,00:02:10,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, das eine klare Ablenkung zeigt."
06,szenario_2,00:02:20,Bild,"Dominierende Datenquelle: Das Bild ist ausschlaggebend für die Einschätzung der Ablenkung, da die visuelle Interaktion mit der Technologie deutlich erkennbar ist."
06,szenario_2,00:02:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da der Fokus der Person auf das Display die Ablenkung verdeutlicht."
06,szenario_2,00:02:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, das gezielte Interaktionen mit dem Infotainmentsystem zeigt."
06,szenario_2,00:02:50,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildquelle, da der Blick eindeutig auf das Infotainmentsystem gerichtet ist."
06,szenario_3,00:00:00,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, das eine ruhige Körperhaltung zeigt."
06,szenario_3,00:00:10,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da er leicht erhöht ist."
06,szenario_3,00:00:20,Physiologie,"Dominierende Datenquelle: Physisologische Werte, insbesondere der Puls, haben die Einschätzung besonders beeinflusst, da er nur leicht über dem normalen Ruhewert liegt."
06,szenario_3,00:00:30,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und der Position der Hände, die auf eine moderate Stressbereitschaft hinweisen."
06,szenario_3,00:00:40,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bewegungen und dem Blickverhalten, die auf Ablenkung hinweisen."
06,szenario_3,00:00:50,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und der Handposition am Lenkrad, die unkompliziert und fokussiert erscheinen."
06,szenario_3,00:01:00,Physiologie,Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Pulswerte und der Körperhaltung.
06,szenario_3,00:01:10,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physischen Haltung und den Handbewegungen, da diese die derzeitige Aktivität der manuelle Fahrzeugübernahme am deutlichsten widerspiegeln."
06,szenario_3,00:01:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem physiologischen Pulswert, der über dem Durchschnitt liegt und auf ein erhöhtes Stressniveau hindeutet."
06,szenario_3,00:01:30,Bild,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da die Körperhaltung auf eine entspannte und fokussierte Situation hindeutet."
06,szenario_3,00:01:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Puls, die beide auf einen entspannten Zustand hinweisen."
06,szenario_3,00:01:50,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls, der leicht erhöht ist."
06,szenario_3,00:02:00,Physiologie,"Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls, haben die Einschätzung besonders beeinflusst."
06,szenario_3,00:02:10,Unklar,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung, da diese auf eine gewisse Entspannung hindeutet."
06,szenario_3,00:02:20,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere der EDA, die eine leicht erhöhte Aktivität zeigt."
06,szenario_3,00:02:30,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und dem EDA-Wert."
06,szenario_3,00:02:40,Physiologie,"Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und der EDA, da diese auf eine mittlere Stressbelastung hinweisen."
