Teilnehmer,Szenario,Zeitpunkt,Text,Modalitaet
03,szenario_2,00:01:00,"Stress: niedrig – Der Puls ist im normalen Bereich und die Bewegung ist minimal, was auf einen entspannten Zustand hinweist.

Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, aber es gibt eine leichte Aktivität, die auf eine mittlere Entspannung hindeutet.

Ablenkung: hoch – Der Blick und die Handbewegung sind auf den Bildschirm gerichtet, was auf eine hohe Ablenkung von der Fahraufgabe hinweist.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, insbesondere der Ausrichtung auf den Bildschirm, die eine hohe Ablenkung zeigt.",Bild
03,szenario_2,00:01:10,"Stress: niedrig – Der Puls ist im normalen Bereich und die EDA ist niedrig, was auf eine geringe Stressreaktion hinweist.  
Entspannung: mittel – Die Körperhaltung ist relativ entspannt, jedoch nicht vollständig entspannt aufgrund der aufrechteren Sitzposition.  
Ablenkung: hoch – Die Person scheint sich auf den Bildschirm zu konzentrieren, was auf eine starke Ablenkung vom Fahren hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die abgewendete Konzentration auf den Bildschirm deutlich sichtbar ist.",Bild
03,szenario_2,00:01:20,"Stress: niedrig – Der Puls liegt im Normalbereich, und die EDA ist ebenfalls niedrig, was auf wenig Stress hinweist.  
Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, jedoch könnte der Blick auf den Bildschirm eine gewisse Anspannung verursachen.  
Ablenkung: hoch – Das Sichtfeld ist deutlich auf den Bildschirm gerichtet, was auf starke Ablenkung durch eine andere Tätigkeit hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bilddatenquelle, da die Blickrichtung auf den Bildschirm eindeutig von Ablenkung zeugt.",Bild
03,szenario_2,00:01:30,"Stress: niedrig – Der Puls von 77 bpm und eine geringe Hautleitfähigkeit von 0.18 µS sind Anzeichen für einen niedrigen Stresslevel.  
Entspannung: mittel – Die Körperhaltung wirkt entspannt, da die Person zurückgelehnt ist und nicht direkt mit dem Lenkrad interagiert, jedoch könnte die Aktivität am Display etwas Konzentration erfordern.  
Ablenkung: hoch – Die Person ist offensichtlich auf das Display fokussiert und zeigt Interesse an einer Bildschirmaktivität, was darauf hindeutet, dass die Aufmerksamkeit von der Fahrsimulation abweicht.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da es klar zeigt, dass die Person auf das Display konzentriert ist.",Bild
03,szenario_2,00:01:40,"Stress: niedrig – Der Puls von 77 bpm und das niedrige EDA-Level von 0.18 µS deuten auf einen entspannten physiologischen Zustand hin.  

Entspannung: mittel – Die entspannte Körperhaltung unterstützt den Eindruck einer moderaten Entspannung.  

Ablenkung: hoch – Der Fokus auf den Bildschirm zeigt eine deutliche Ablenkung von der Fahrsituation.  

Dominierende Datenquelle: Die Einschätzung wird hauptsächlich durch das Bild beeinflusst, da die Blickrichtung auf den Bildschirm eine deutliche Ablenkung zeigt.",Bild
03,szenario_2,00:01:50,"Stress: niedrig – Der Puls von 77 bpm liegt im normalen Bereich, und die geringe EDA von 0.18 µS deutet darauf hin, dass die Person nicht unter erheblichem Stress steht.  
Entspannung: mittel – Die entspannte Körperhaltung und der leicht zurückgelehnte Sitz deuten auf ein gewisses Maß an Entspannung hin.  
Ablenkung: hoch – Die Person blickt deutlich auf einen Bildschirm neben dem Lenkrad, was darauf hinweist, dass sie sich momentan mit dem Inhalt darauf beschäftigt.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung deutlich sichtbar ist.",Bild
03,szenario_2,00:02:00,"Stress: niedrig – Der Puls liegt im normaleren Bereich und die geringe EDA deutet auf niedrigen Stress hin.  
Entspannung: mittel – Die Person zeigt eine entspannte Körperhaltung im Fahrersitz.  
Ablenkung: hoch – Die Person interagiert aktiv mit dem Bildschirm des Infotainmentsystems.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Körperhaltung und der Interaktion mit dem Bildschirm.",Bild
03,szenario_2,00:02:10,"Stress: niedrig – Der Pulswert von 81 bpm und eine geringe EDA von 0.02 µS deuten auf einen niedrigen Stresslevel hin. 

Entspannung: mittel – Der Körper wirkt relativ entspannt, während er zurückgelehnt ist, was auf eine mittlere Entspannung hindeuten kann. 

Ablenkung: hoch – Der Blick der Person richtet sich deutlich auf den Bildschirm, was auf eine hohe Ablenkung hinweist. 

Dominierende Datenquelle: Die Einschätzung der Ablenkung basiert hauptsächlich auf der visuellen Beobachtung des Blickverhaltens.",Bild
03,szenario_2,00:02:20,"Stress: niedrig – Der Puls von 81.0 bpm ist im normalen Bereich und die EDA-Werte sind ebenfalls niedrig, was auf einen geringen Stresslevel hindeutet.  
Entspannung: mittel – Die Körperhaltung wirkt relativ locker und entspannt.  
Ablenkung: mittel – Die Person blickt auf einen Monitor, was auf eine gewisse Ablenkung hinweist, wobei die Hände in Bereitschaft am Lenkrad bleiben lassen.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Werte wie Puls und EDA, da diese unter normalen und ruhigen Bedingungen liegen.",Physiologie
03,szenario_3,00:00:00,"Stress: niedrig – Der Puls und die EDA sind im Normalbereich, was auf einen niedrigen Stresslevel hinweist, und die Körperhaltung erscheint ruhig und kontrolliert.  
Entspannung: mittel – Während die physiologischen Werte auf Entspannung hindeuten, ist die aufrechte Sitzhaltung nicht vollkommen entspannt.  
Ablenkung: niedrig – Der Blick und die Körperhaltung sind klar auf die Fahrzeugübernahme ausgerichtet, ohne offensichtliche Ablenkung durch externe Faktoren.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, die auf eine niedrige Stress- und Ablenkungsstufe hindeuten.",Physiologie
03,szenario_3,00:00:10,"Stress: niedrig – Der Puls ist normal und die Haltung wirkt entspannt.  
Entspannung: mittel – Die Körperhaltung zeigt keine Anspannung, jedoch fehlt eine aktiv entspannende Handlungsweise.  
Ablenkung: niedrig – Das Bild zeigt, dass die Aufmerksamkeit auf das Lenkrad und nicht auf externe Quellen gerichtet ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser im normalen Bereich liegt.",Physiologie
03,szenario_3,00:00:20,"Stress: niedrig – Der Puls von 77 bpm ist im normalen Bereich und die Haltung wirkt relativ entspannt.  
Entspannung: mittel – Die Körperhaltung ist locker, jedoch scheint der Fokus auf die bevorstehende Fahrzeugübernahme gerichtet zu sein.  
Ablenkung: niedrig – Die Hände sind am Lenkrad und der Blick ist in Richtung Bildschirm gerichtet, was auf eine konzentrierte Vorbereitung zur manuellen Übernahme hindeutet.  
Dominierende Datenquelle: Die Einschätzung beruht hauptsächlich auf der physiologischen Werte, da diese im Normbereich liegen und auf einen entspannten Zustand hindeuten.",Physiologie
03,szenario_3,00:00:30,"Stress: niedrig – Der Puls von 77 bpm liegt im normalen Bereich und die Hände sind ruhig am Lenkrad.  
Entspannung: mittel – Die Körperhaltung ist relativ locker und entspannt, jedoch gibt es keine weiteren physiologischen Daten zur Entspannung wie RMSSD.  
Ablenkung: mittel – Der Blick scheint sich auf den Bildschirm zu richten, der Fokus ist möglicherweise leicht abgelenkt von der Fahrt.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und der Handhaltung am Lenkrad, da keinerlei Anzeichen von Stress oder hoher Ablenkung vorliegen.",Beides
03,szenario_3,00:00:40,"Stress: niedrig – Der Puls ist im normalen Bereich und die Haltung wirkt entspannt.  
Entspannung: mittel – Die Körperhaltung ist relativ locker, aber es gibt einen Fokus auf die Fahrzeugführung.  
Ablenkung: niedrig – Die Person schaut geradeaus auf den Bildschirm und fokussiert auf die Übernahme des Fahrzeugs, ohne sich offensichtlich mit anderen Tätigkeiten zu beschäftigen.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da sie im normalen Bereich liegt und eine geringe EDA angezeigt wird, was auf geringe Stress und Ablenkung hinweist.",Physiologie
03,szenario_3,00:00:50,"Stress: niedrig – Der Puls liegt im normalen Bereich und die Haltung wirkt ruhig.  
Entspannung: mittel – Die Haltung scheint relativ entspannt, jedoch gibt es einen leichten Fokus auf die Handhabung des Lenkrads.  
Ablenkung: niedrig – Der Blick scheint auf die Straße fokussiert und keine zusätzlichen Aktivitäten sind sichtbar.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, der im normalen Bereich ist und keine Zeichen für Stress zeigt.",Physiologie
03,szenario_3,00:01:00,"Stress: niedrig – Der Puls von 83 bpm liegt im normalen Bereich und die Körperhaltung wirkt entspannt.  
Entspannung: mittel – Die Person sitzt in einer relativ lockeren Haltung, was auf ein mittleres Maß an Entspannung hinweist.  
Ablenkung: niedrig – Der Blick der Person scheint nach vorne gerichtet zu sein, was auf geringe Ablenkung hindeutet.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung, da diese einen wesentlichen Einfluss auf die Beurteilung hat.",Bild
03,szenario_3,00:01:10,"Stress: niedrig – Der Puls von 83 bpm liegt im normalen Bereich und die Position der Person wirkt relativ entspannt beim Halten des Lenkrads.  
Entspannung: mittel – Körperhaltung ist entspannt, da die Person sich zurücklehnt und keine Sätze die Anspannung signalisieren.  
Ablenkung: niedrig – Der Blick scheint fokussiert auf die Fahrumgebung, was darauf hinweist, dass die Person nicht abgelenkt ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Daten, insbesondere dem normalen Pulswert.",Physiologie
03,szenario_3,00:01:20,"Stress: niedrig – Der Puls von 83 bpm liegt im normalen Bereich und die Körperhaltung wirkt relativ entspannt.  
Entspannung: mittel – Die Körperhaltung ist entspannt, aber das niedrige EDA-Wert von 0.21 µS könnte auf eine leichte Aktivierung hinweisen.  
Ablenkung: niedrig – Der Blick scheint auf die bevorstehende Aufgabe gerichtet zu sein, was auf eine geringe Ablenkung hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Körperhaltung und der Fokus auf das Fahrszenario deutlicher sind.",Bild
03,szenario_3,00:01:30,"Stress: niedrig – Der Puls ist im normalen Bereich und die Körperhaltung ist entspannt.  

Entspannung: mittel – Die Person sitzt zurückgelehnt, was auf eine gewisse Entspannung hinweist, jedoch ist sie aktiv am Steuer.  

Ablenkung: niedrig – Die Person ist offensichtlich auf die Fahrzeugübernahme fokussiert und hält das Lenkrad fest.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Körperhaltung und dem Puls, da diese auf relative Entspannung und geringe Ablenkung hinweisen.",Beides
03,szenario_3,00:01:40,"Stress: niedrig – Der Puls liegt in einem normalen Bereich und die Körperhaltung wirkt entspannt.  
Entspannung: mittel – Die Person sitzt zurückgelehnt, was ein Zeichen von teilweiser Entspannung sein könnte.  
Ablenkung: niedrig – Die Person hat beide Hände am Lenkrad und der Blick scheint auf die Simulation fokussiert zu sein.  
Dominierende Datenquelle: Das Bild hat die Einschätzung besonders beeinflusst, da die Körperhaltung sehr ruhig und fokussiert wirkt.",Bild
03,szenario_3,00:01:50,"Stress: mittel – Der Puls von 83 bpm ist leicht über dem Ruhewert, was auf eine moderate Stressbelastung hindeuten könnte.  

Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, was darauf hindeutet, dass die Person nicht stark angespannt ist.  

Ablenkung: niedrig – Die Person scheint sich auf die Fahrt oder das simulierte Lenken zu konzentrieren, ohne erkennbare Ablenkung durch andere Tätigkeiten.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere auf dem Puls, der leicht erhöht ist.",Physiologie
03,szenario_3,00:02:00,"Stress: niedrig – Der Puls von 60 bpm und die niedrige EDA von 0.22 µS deuten darauf hin, dass die Person entspannt ist und keinen erhöhten Stress zeigt.

Entspannung: hoch – Die Körperhaltung wirkt aufrecht und entspannt, was auf einen hohen Grad an Entspannung schließen lässt, unterstützt durch den hohen RMSSD-Wert von 428.66284 ms, der auf eine parasympathische Aktivität hinweist.

Ablenkung: niedrig – Die Person hält das Lenkrad und scheint sich auf die manuelle Fahrzeugübernahme zu konzentrieren, ohne Anzeichen einer Ablenkung durch externe Faktoren.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten (Puls und RMSSD), die eine entspannte und wenig gestresste Situation beschreiben.",Physiologie
03,szenario_3,00:02:10,"Stress: niedrig – Der Puls ist mit 60 bpm im normalen Entspannungsbereich und die EDA ist gering, was auf eine niedrige Stressbelastung hindeutet.  
Entspannung: mittel – Die Körperhaltung wirkt entspannt, allerdings ist die RMSSD relativ hoch, was auf gewisse Entspannungsaktivitäten des autonomen Nervensystems schließen lässt.  
Ablenkung: niedrig – Der Blick scheint nach vorne gerichtet zu sein, was darauf hinweist, dass die Person bereit ist, die Kontrolle zu übernehmen.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Daten, insbesondere dem Puls und der Bewegung, da diese Stabilität und geringe Stress- oder Ablenkungsindikatoren zeigen.",Physiologie
03,szenario_3,00:02:20,"Stress: niedrig – Der Puls von 60 bpm und die sehr niedrige EDA von 0.22 µS deuten darauf hin, dass die Person entspannt ist und keinen Stress verspürt.  

Entspannung: hoch – Die Person sitzt zurückgelehnt im Fahrersitz, was auf eine entspannte Körperhaltung hinweist.  

Ablenkung: mittel – Die Person scheint auf den Fahrsimulator fokussiert, könnte jedoch durch externe Reize auf dem Bildschirm abgelenkt werden.  

Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls und die EDA, beeinflussen die Einschätzung maßgeblich, da sie auf eine sehr geringe Stressbelastung hinweisen.",Physiologie
03,szenario_3,00:02:30,"Stress: niedrig – Der Puls ist im normalen Bereich und die geringe EDA weist darauf hin, dass die Person momentan keinen hohen Stress empfindet.  
Entspannung: mittel – Die Körperhaltung wirkt relativ gelöst, was auf eine moderate Entspannung hindeuten kann.  
Ablenkung: niedrig – Die Person schaut direkt auf den Bildschirm, was darauf hindeutet, dass sie sich auf die Fahrsituation konzentriert.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und der EDA, da diese auf einen niedrigen Stresslevel hinweisen.",Physiologie
03,szenario_3,00:02:40,"Stress: niedrig – Der Puls ist mit 60.0 bpm im normalen Ruhebereich und es gibt keine Anzeichen auf eine erhöhte elektrodermale Aktivität (EDA), was auf einen geringen Stresslevel hinweist.

Entspannung: mittel – Die Körperhaltung wirkt relativ locker, jedoch hält die Person das Lenkrad, was auf eine Bereitschaft zur Übernahme des Fahrzeugs hinweisen könnte und daher die volle Entspannung nicht zulässt.

Ablenkung: niedrig – Die Person scheint ihre Aufmerksamkeit auf die Fahrsimulation zu konzentrieren, da sie den Lenkrad festhält und keine Anzeichen von Ablenkung durch andere Tätigkeiten zu erkennen sind.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Messwerten, insbesondere der Pulsrate und der EDA, die beide im niedrigen Bereich liegen.",Physiologie
04,szenario_1,00:00:00,"Stress: mittel – Der Puls ist mit 89 bpm leicht erhöht, was auf eine mittlere Stressbelastung hindeuten könnte. Der Elektrodermale Aktivitätswert (EDA) von 3.42 µS deutet auf moderate Aktivierung des sympathischen Nervensystems hin.

Entspannung: niedrig – Die Körperhaltung wirkt durch die verschränkten Arme eher defensiv und angespannt, was auf ein niedriges Entspannungsniveau hinweist.

Ablenkung: mittel – Die Position des Monitors nahe der Mitte des Sichtfelds könnte auf eine mittlere Ablenkung hinweisen, sofern die Person den Bildschirm aktiv beobachtet.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Physiologie, insbesondere dem Puls und EDA-Wert, die auf moderate Stresslevel hinweisen.",Physiologie
04,szenario_1,00:00:10,"Stress: mittel – Der Puls von 89 bpm liegt im oberen normalen Bereich, was auf einen moderaten Stresslevel hinweisen kann.  
Entspannung: mittel – Die Person sitzt mit entspannter Körperhaltung, jedoch deutet die EDA von 3.42 µS auf moderate Aktivierung hin, die Entspannung etwas reduziert.  
Ablenkung: hoch – Der Blick ist deutlich auf den Bildschirm gerichtet, was darauf hinweist, dass sie mit diesem beschäftigt ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der EDA, da sie einen moderat erhöhten Wert zeigt, was typischerweise mit Stress und reduzierter Entspannung assoziiert wird.",Physiologie
04,szenario_1,00:00:20,"Stress: mittel – Der Puls von 89 bpm und der EDA-Wert von 3.42 µS weisen auf eine moderate physiologische Aktivierung hin, die auf eine mittlere Stressstufe hindeuten könnte.  

Entspannung: niedrig – Die Haltung wirkt eher steif und weniger entspannt, was auf eine niedrige Entspannungsstufe hinweist.  

Ablenkung: hoch – Die Person scheint auf den Bildschirm konzentriert zu sein, was auf eine hohe Ablenkung hindeutet.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung und die steife Haltung maßgeblich die Interpretation beeinflussen.",Bild
04,szenario_1,00:00:30,"Stress: mittel – Der Puls ist leicht erhöht und die Körperhaltung könnte auf eine gewisse Anspannung hinweisen.  
Entspannung: niedrig – Die Person sitzt mit gerader Haltung und hat beide Hände auf dem Fahrerlebnissystem, was nicht auf Entspannung hinweist.  
Ablenkung: mittel – Der Blick scheint konzentriert auf den Bildschirm gerichtet, was auf eine gewisse Ablenkung durch dessen Inhalte hinweisen könnte.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildquelle, da die Körperhaltung und Blickrichtung signifikant waren.",Bild
04,szenario_1,00:00:40,"Stress: mittel – Der Puls ist mit 89.0 bpm etwas höher als der Ruhezustand, was auf einen moderaten Stresslevel hindeutet.  

Entspannung: niedrig – Der Oberkörper wirkt relativ aufrecht und die Hände sind fest ineinander gelegt, was auf eine geringe Entspannung hindeutet.  

Ablenkung: niedrig – Der Blick scheint auf den Bildschirm im Simulator gerichtet zu sein, was auf eine geringere Ablenkung hinweist, da sie auf das vorgesehene Display fokussiert ist.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese ein entscheidender Indikator für Stress ist.",Physiologie
04,szenario_1,00:00:50,"Stress: mittel – Der Puls von 89 bpm ist leicht erhöht und der EDA-Wert deutet auf eine moderate physiologische Reaktion hin. 

Entspannung: niedrig – Die Haltung wirkt aufrecht und kontrolliert, was nicht auf eine tiefe Entspannung hinweist.

Ablenkung: hoch – Die Person scheint ihre Aufmerksamkeit dem Bildschirm zuzuwenden, was auf eine starke Ablenkung hindeutet.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da das Blickverhalten auf den Bildschirm stark ablenkend wirkt.",Bild
04,szenario_1,00:01:00,"Stress: mittel – Der Puls von 96 bpm und die erhöhte EDA deuten auf moderaten Stress hin, trotz einer relativ entspannten Körperhaltung.  
Entspannung: mittel – Obwohl die Person ruhig sitzt, sind die physiologischen Werte wie EDA und Puls nicht im entspannten Bereich.  
Ablenkung: niedrig – Die Person schaut auf den Bildschirm, was normal für einen hochautomatisierten Fahrmodus ist, jedoch keine starke Ablenkung signalisiert.  
Dominierende Datenquelle: Die physiologischen Werte, insbesondere der erhöhte Puls und EDA, beeinflussen die Einschätzung am stärksten.",Physiologie
04,szenario_1,00:01:10,"Stress: mittel – Der Puls von 96 bpm deutet auf eine leichte Erhöhung hin, was ein Zeichen für mittleren Stress sein kann.  
Entspannung: niedrig – Die Körperhaltung mit verschränkten Armen wirkt weniger entspannt.  
Ablenkung: hoch – Der Blick ist eindeutig auf den Bildschirm gerichtet, was auf Ablenkung durch die Informationen hinweisen kann.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, insbesondere der deutlich abgelenkte Blick auf den Bildschirm.",Bild
04,szenario_1,00:01:20,"Stress: mittel – Der Puls von 96 bpm und ein erhöhter EDA-Wert von 2.98 µS deuten auf eine moderate Erregung hin, die für diese Situation nicht ungewöhnlich ist. 

Entspannung: niedrig – Die Haltung der Person wirkt relativ angespannt, was auf ein niedriges Maß an Entspannung hindeutet.

Ablenkung: mittel – Die Person schaut in Richtung des Bildschirms, was auf eine gewisse Ablenkung hinweist, während sie in einem hochautomatisierten Szenario fährt.

Dominierende Datenquelle: Die psychophysiologischen Daten, insbesondere die EDA-Werte, beeinflussen die Einschätzung maßgeblich, da sie auf ein mittleres Stressniveau hinweisen.",Physiologie
04,szenario_1,00:01:30,"Stress: mittel – Der Puls von 96.0 bpm ist leicht erhöht, was auf eine gewisse Anspannung hindeuten könnte.  

Entspannung: mittel – Die Körperhaltung erscheint relativ entspannt, jedoch aufrecht, möglicherweise bereit für eine Systemübernahme.  

Ablenkung: hoch – Der Blick ist eindeutig auf den Bildschirm gerichtet, was auf eine starke Konzentration auf externe Aufgaben hindeutet.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Blickverhalten, welches eine klare Ablenkung zeigt.",Bild
04,szenario_1,00:01:40,"Stress: mittel – Der Puls von 96 bpm liegt über dem durchschnittlichen Ruhepuls, was ein Zeichen für moderaten Stress sein kann.  
Entspannung: niedrig – Die aufrechte Sitzhaltung und das Fehlen offensichtlich entspannter Körpersignale deuten auf geringe Entspannung hin.  
Ablenkung: hoch – Der Blick scheint nach vorne gerichtet zu sein, möglicherweise auf einen Bildschirm oder eine Anzeige konzentriert.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Puls, da dieser erhöht ist.",Physiologie
04,szenario_1,00:01:50,"Stress: mittel – Der Puls von 96 bpm liegt über dem durchschnittlichen Ruhepuls, was auf eine leichte Stressreaktion hindeuten könnte. Das angesichts der hochautomatisierten Fahrsituation recht hohe EDA-Niveau von 2.98 µS bestätigt dies ebenfalls.  

Entspannung: niedrig – Die Person sitzt mit verschränkten Armen, was oft eine defensive oder gespannte Haltung widerspiegelt. Das Fehlen von RMSSD-Daten erschwert eine direkte Aussage zur Herzratenvariabilität, was ein Indikator für Entspannung sein könnte.  

Ablenkung: mittel – Der Blick scheint auf den Bildschirm gerichtet, jedoch könnte dies auch Teil der erforderlichen Überwachung im hochautomatisierten Modus sein. Die niedrige Bewegung von 0.051 g deutet darauf hin, dass sie körperlich ruhig ist.  

Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls und die EDA, haben die Einschätzung am stärksten beeinflusst, da sie direkte Hinweise auf Stressreaktionen und Aufmerksamkeit geben.",Beides
04,szenario_1,00:02:00,"Stress: mittel – Der Puls ist leicht erhöht, was auf eine moderate Aktivierung des Körpers hinweist, jedoch keine extreme Stressreaktion. Die Position des Kopfes und die Körperhaltung wirken kontrolliert.  
Entspannung: niedrig – Die Arme sind vor dem Körper verschränkt, was eine angespannte Haltung signalisiert und einen Mangel an Entspannung nahelegt.  
Ablenkung: hoch – Der Blick richtet sich deutlich auf den Bildschirm, was darauf hinweist, dass die Aufmerksamkeit auf eine andere Tätigkeit als das Fahren gerichtet ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da die Körperhaltung und Blickrichtung die Wahrnehmung und mentale Zustände deutlicher beeinflussen.",Bild
04,szenario_1,00:02:10,"Stress: mittel – Der Puls von 91 bpm ist leicht erhöht, was auf ein moderates Stressniveau hindeuten könnte.  
Entspannung: niedrig – Die Körperhaltung wirkt zwar aufrecht, jedoch scheint sie nicht komplett entspannt.  
Ablenkung: hoch – Der Blick ist offenbar auf den Bildschirm gerichtet, was auf eine starke Ablenkung hinweisen könnte.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung und Haltung wichtige Hinweise geben.",Bild
04,szenario_1,00:02:20,"Stress: mittel – Der Puls von 91 bpm zeigt eine moderate Erhöhung, die auf einen leicht gestressten Zustand hinweisen könnte.  
Entspannung: niedrig – Die Körperhaltung ist steif und aufrecht, was auf einen Mangel an Entspannung hindeuten kann.  
Ablenkung: hoch – Die Person scheint auf einen Bildschirm zu schauen, was auf Ablenkung durch eine andere Tätigkeit hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die visuelle Aufmerksamkeit offensichtlich auf den Bildschirm gerichtet ist.",Bild
04,szenario_1,00:02:30,"Stress: mittel – Der Puls von 91 bpm ist leicht erhöht, was häufig auf mäßigen Stress hinweist.

Entspannung: mittel – Die Person sitzt ruhig und zeigt keine deutlichen Anzeichen von Anspannung, was auf eine moderate Entspannung hinweisen könnte.

Ablenkung: hoch – Der Blick scheint auf einen Bildschirm gerichtet zu sein, was auf Ablenkung hindeutet.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung auf den Bildschirm stark auf Ablenkung hinweist.",Bild
04,szenario_1,00:02:40,"Stress: mittel – Der Puls ist leicht erhöht bei 91 bpm und könnte auf einen moderaten Stresszustand hinweisen.   
Entspannung: mittel – Körperhaltung wirkt relativ neutral, nicht extrem angespannt.  
Ablenkung: mittel – Die Person schaut in Richtung eines Monitors, das deutet auf eine moderate Ablenkung hin.  
Dominierende Datenquelle: Die physiologischen Werte, insbesondere der Puls, haben die Einschätzung maßgeblich beeinflusst.",Physiologie
04,szenario_1,00:02:50,"Stress: niedrig – Der Puls von 91 bpm ist im normalen Bereich, und die entspannte Körperhaltung deutet darauf hin, dass die Person nicht gestresst ist.  
Entspannung: mittel – Die Person sitzt ruhig im Sitz, was eine gewisse Entspannung zeigt, obwohl Puls und EDA leicht erhöht sind, was auf einen wachen Zustand hinweisen könnte.  
Ablenkung: hoch – Die Person blickt offensichtlich auf den Bildschirm, was darauf hinweist, dass sie sich mit ihm beschäftigt oder abgelenkt ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da die Blickrichtung und Körperhaltung entscheidend für die Bewertung der Ablenkung sind.",Bild
04,Musikintervention,00:00:00,"Stress: mittel – Der Puls ist erhöht, was auf eine moderate Stressreaktion hinweist.  
Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, ohne sichtbare Anspannung.  
Ablenkung: niedrig – Der Blick scheint eher neutral zu sein und nicht auf äußere Ablenkungen fokussiert.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da diese deutlich erhöht ist.",Physiologie
04,Musikintervention,00:00:10,"Stress: mittel – Der Puls von 94 bpm ist leicht erhöht, was auf eine moderate Stressreaktion hinweist.  
Entspannung: niedrig – Die Körperhaltung ist angespannt und zeigt keine Anzeichen von Entspannung.  
Ablenkung: hoch – Der Blick ist auf den Bildschirm neben dem Lenkrad gerichtet, was auf eine starke Ablenkung hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem abgelenkten Blickverhalten, da der Fokus deutlich auf dem Bildschirm liegt.",Bild
04,Musikintervention,00:00:20,"Stress: mittel – Der Puls von 94 bpm ist leicht erhöht, was auf einen moderaten Stresslevel hinweisen kann.  
Entspannung: mittel – Die Körperhaltung wirkt relativ ruhig und entspannt, was auf eine moderate Entspannung hindeutet.  
Ablenkung: niedrig – Die Hände sind am Lenkrad, und es scheint keine signifikante Ablenkung durch andere Aktivitäten zu geben.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Pulswert, da dieser leicht erhöht ist.",Physiologie
